		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 12.191406	M = 6250	N = 8	m = 9	n = 50000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
111010010    9   11   10   14   18   16   20   10 11.328802 0.183756 SUCCESS 126
111010100   19    4   19   11    7   12   11   13 16.124183 0.040637 SUCCESS 127
111010110   10    5   12   17   10   13    9   13  8.132101 0.420674 SUCCESS 128
111011000   10   14   17   10   15    4   12    8 10.895867 0.207670 SUCCESS 129
111011010   10   11   10   12   14   12   10   13  1.679784 0.989306 SUCCESS 130
111011100   16   19   17   10   13   13   11   11  7.874591 0.445815 SUCCESS 131
111100000   16   12   14   13   14   14   12   12  2.125296 0.976928 SUCCESS 132
111100010   10   16   13    7   12   11    9   11  5.081698 0.748809 SUCCESS 133
111100100   14   21   10    7    9   17    9   13 13.282966 0.102477 SUCCESS 134
111100110    9   11   10   17   18   10   17   10  8.981421 0.343866 SUCCESS 135
111101000   14    8    7   14   15   14   13   13  5.382899 0.715976 SUCCESS 136
111101010   15    6   16   12    5    7   13   11 11.990119 0.151645 SUCCESS 137
111101100   11   13   15   10    7    5   14    6 11.442000 0.177890 SUCCESS 138
111101110   16   18   19    9   14   11   14   11  9.673852 0.288667 SUCCESS 139
111110000   15   15   12   13   11   12   14   11  1.916111 0.983477 SUCCESS 140
111110010    8   20   12    5   12   11   10   10 11.977542 0.152209 SUCCESS 141
111110100   12    5   10    8   13   11    6   13  9.759909 0.282283 SUCCESS 142
111110110    6   14    6   12   10   10   16    8 10.308029 0.244068 SUCCESS 143
111111000   13   15    8    8   11    7   13    9  7.023285 0.534122 SUCCESS 144
111111010   14    6   16   11   13   11    6    9  9.161480 0.328858 SUCCESS 145
111111100    8   22    8   14   15   12   14    8 13.843663 0.085932 SUCCESS 146
111111110   14   15   12   10   14    8   16   11  4.470691 0.812358 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 12.191406	M = 6250	N = 8	m = 9	n = 50000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   14    9    9   10    4   15    9   15 10.295451 0.244898 SUCCESS   0
000000011   13    9    7   13    6   15   15   13  7.897760 0.443521 SUCCESS   1
000000101   13    7   11    9    9   15    9   13  5.772143 0.672738 SUCCESS   2
000000111   14   12    7    7   14   18   12   10  8.393583 0.395998 SUCCESS   3
000001001   12   15   17   10   14    9   11    9  5.161136 0.740223 SUCCESS   4
000001011   16    9    9    6    6   14    9   15 11.259956 0.187400 SUCCESS   5
000001101   11   11   12   13   11    9   17    9  4.104616 0.847563 SUCCESS   6
000001111   10   20   12    5   13   21   10   12 16.998659 0.030123 SUCCESS   7
000010001   14   11   16   20   16   13   17   13 10.092223 0.258613 SUCCESS   8
000010011   18   11   14    8   14   17   19    8 12.397899 0.134314 SUCCESS   9
000010101   12   15   10   11    9    6   11   17  7.389360 0.495264 SUCCESS  10
000010111   17   15   10    9   10    9   13   17  7.182160 0.517113 SUCCESS  11
000011001   10   12   14   11   10   10   14   11  2.018718 0.980433 SUCCESS  12
000011011   10    7    8   13   12   13   17    5 10.634385 0.223288 SUCCESS  13
000011101   13   14   15   16   14    8   11   14  4.393239 0.820017 SUCCESS  14
000011111   12   13   12    8   17   15   10   12  4.587861 0.800580 SUCCESS  15
000100011   15   10   18   13   16   16   15   19 11.044150 0.199210 SUCCESS  16
000100101   15   12   13    6   11   14    5   13  8.809968 0.358580 SUCCESS  17
000100111   14    6   13   16   15   18   22    8 17.977727 0.021394 SUCCESS  18
000101001   14   11   17   11   13   15   12   11  3.324142 0.912401 SUCCESS  19
000101011   15   13   16   11   10    9   12   13  3.401594 0.906691 SUCCESS  20
000101101   12   16   11   12   12    9   12   11  2.345074 0.968564 SUCCESS  21
000101111   21   18   10   13   15    9    6   17 16.634570 0.034147 SUCCESS  22
000110011   11   10   11   13   12   16   11   11  2.175607 0.975149 SUCCESS  23
000110101   15   18    9   13   15   15   14   12  6.062752 0.640203 SUCCESS  24
000110111   11    8   10    8   13   12   18   12  6.424855 0.599754 SUCCESS  25
000111001   11   15   10    8    6   22   11    8 15.693234 0.046987 SUCCESS  26
000111011   16   11   15   18   17   10    9   20 13.272374 0.102815 SUCCESS  27
000111101   12   11   13    7    8    9   13   12  4.872513 0.771111 SUCCESS  28
000111111    7   14    7   12   13   11   14   11  5.420632 0.711817 SUCCESS  29
001000011   13   10   20    8    8    7   17   18 15.707798 0.046759 SUCCESS  30
001000101   10   16   15   15   17    8   15   14  7.366191 0.497687 SUCCESS  31
001000111   22   11   10   11   15   16    6   14 14.222315 0.076152 SUCCESS  32
001001011   16    8   13   14   17   12    7   16  8.525317 0.383906 SUCCESS  33
001001101    9   16   14    8    9   11    8   11  6.450011 0.596958 SUCCESS  34
001001111   12    4   11   14   11   16   17   11  9.514977 0.300730 SUCCESS  35
001010011    8   11   10   14   12   16   15   14  4.470691 0.812358 SUCCESS  36
001010101   13   15   17   17   11    4    8   14 12.213869 0.141914 SUCCESS  37
001010111   10   14   10   20   10    9   17   14  9.763881 0.281991 SUCCESS  38
001011011   11   15   11    9   16    9   13    9  4.782483 0.780552 SUCCESS  39
001011101   10   12   13    8   14   10   16   14  4.144335 0.843872 SUCCESS  40
001011111   17   17    9   17    9    9    8    9 10.818415 0.212202 SUCCESS  41
001100101   12   10   11   12   12   12   15    9  2.071014 0.978757 SUCCESS  42
001100111    7   12    9   13   14   19    9   11  8.393583 0.395998 SUCCESS  43
001101011   13   15    7   14   13   14   13   10  4.079461 0.849884 SUCCESS  44
001101101   13   17    7   12    8   12   18   11  8.772236 0.361873 SUCCESS  45
001101111   12    8   12    8   16   13   13    9  5.186291 0.737492 SUCCESS  46
001110101   11   14   14   11   14   15    7   14  4.301224 0.828975 SUCCESS  47
001110111   13   10   15   17   20   14   12   15  9.205170 0.325285 SUCCESS  48
001111011    9    9   11   14   10   11   10   10  3.464482 0.901929 SUCCESS  49
001111101   16   14   14   15   10   16   13   17  6.102471 0.635755 SUCCESS  50
001111111    6    6   11    9   11   18   11    7 12.862609 0.116665 SUCCESS  51
010000011    9   15   16   10   16    9   12   16  6.491715 0.592327 SUCCESS  52
010000111   13   15   19   12   12    6    9   17 10.728386 0.217569 SUCCESS  53
010001011   10   13   12   17   17    7   16   10  8.303554 0.404394 SUCCESS  54
010001111   12   11    9    7   13   14    9   10  4.872513 0.771111 SUCCESS  55
010010011   10   12   13   15    5   19   12   12  9.450103 0.305759 SUCCESS  56
010010111   11   18   11   19   11   15    8   10  9.711585 0.285855 SUCCESS  57
010011011   14   13   10   11   10   10   13   14  2.006140 0.980823 SUCCESS  58
010011111   14   10   11   10    8   14   15   16  4.874499 0.770902 SUCCESS  59
010100011   12    7    8    8    9   18   10   11  9.512991 0.300883 SUCCESS  60
010100111    8   13   12   15   17   13   13   17  6.244797 0.619832 SUCCESS  61
010101011   14   15   13   15   13   12    8   13  3.271845 0.916158 SUCCESS  62
010101111    8   13   11   22   13   11   12   10 10.402030 0.237934 SUCCESS  63
010110011    8   10   16   11   13   21    9    8 12.226446 0.141383 SUCCESS  64
010110111   13   15   14   13   18   10    9    8  6.673760 0.572205 SUCCESS  65
010111011    9   15   10   14   17    8   16   10  7.299331 0.504708 SUCCESS  66
010111111    8   18   11   16    9   13    7   12  8.901984 0.350632 SUCCESS  67
011000111   14    8   13   14   12   14    6   15  6.295107 0.614213 SUCCESS  68
011001111   10    9   10   14   18   16   12    7  8.328709 0.402037 SUCCESS  69
011010111   10   16    7    9   13   11   12    9  5.824440 0.666890 SUCCESS  70
011011111    9   10    8   12   19   12   11   10  7.219893 0.513105 SUCCESS  71
011101111   11   15   13   16   20   15   14   18 11.044150 0.199210 SUCCESS  72
011111111    7   11   11   10   11   14   13   12  3.387030 0.907778 SUCCESS  73
100000000   14    9    9   10    4   15    9   15 10.295451 0.244898 SUCCESS  74
100010000   14   11   10    9   11    7   15   14  5.016824 0.755776 SUCCESS  75
100100000   12   15   15   11   13    8   10   11  3.531342 0.896744 SUCCESS  76
100101000   11   14   10    6   10   14   14   14  5.290884 0.726082 SUCCESS  77
100110000   14    9   18   10    8   13   10    7  8.640502 0.373524 SUCCESS  78
100111000    8   14   14   14   12   18   12   12  5.188277 0.737276 SUCCESS  79
101000000   11   16    6    9    6   12   19   17 14.598982 0.067428 SUCCESS  80
101000100    9   16   16   11    9   11   10   17  6.790930 0.559349 SUCCESS  81
101001000   14   11   18    8   10    8   12   13  6.698915 0.569438 SUCCESS  82
101001100    9    9   15   10    9   13    7   11  6.123654 0.633383 SUCCESS  83
101010000   11   18    6   13   10   17   12   15  9.320355 0.315996 SUCCESS  84
101010100   15   22   15   12    7    7   12   13 14.117723 0.078748 SUCCESS  85
101011000   17    9   13   15   10   15   10   14  5.305447 0.724486 SUCCESS  86
101011100   10   13   12   10   18   12    7   14  6.295107 0.614213 SUCCESS  87
101100000   17   12   13    9   10   12   13   10  3.753105 0.878684 SUCCESS  88
101100100   15   11   16   21    9   10   12    5 14.247471 0.075539 SUCCESS  89
101101000    8   13   15   10    5    8   16   18 12.577957 0.127219 SUCCESS  90
101101100   18   12   13   12   14    9   14   10  4.744751 0.784477 SUCCESS  91
101110000   15   10   18   15   13   16   10   12  6.297093 0.613991 SUCCESS  92
101110100   12   15    9    7    8   18   15   11  8.954280 0.346168 SUCCESS  93
101111000   13   14    7   11   17   10   17   13  7.117286 0.524033 SUCCESS  94
101111100   15   14    6   12   14    7   10    9  8.027508 0.430788 SUCCESS  95
110000000   12    8   10   14    6   17   12   12  7.389360 0.495264 SUCCESS  96
110000010   15   12   14   10   15   14   11    9  3.284423 0.915262 SUCCESS  97
110000100   13    6   14   11   17   17   14   11  8.016917 0.431819 SUCCESS  98
110001000   14   10   13    7   11    8   16   17  7.820309 0.451217 SUCCESS  99
110001010   20   12   10   14   12    9   12    7  9.006576 0.341741 SUCCESS 100
110010000   16   12   17    9   13   13   14    8  5.931018 0.654959 SUCCESS 101
110010010   12   11   10   17   18   17   11   12  7.431065 0.490916 SUCCESS 102
110010100   10   11   10   12   10   10   15   10  2.826333 0.944779 SUCCESS 103
110011000   13    9   14    9    9   14   18   12  6.060766 0.640425 SUCCESS 104
110011010    8   11   15   16   10   10    9    7  7.466811 0.487203 SUCCESS 105
110100000   13   12   16   10    8   10   16   19  8.747080 0.364079 SUCCESS 106
110100010    8   16   17   13   11   13   13   17  6.922664 0.544999 SUCCESS 107
110100100    9   14    9   13    8   15   14   13  4.548143 0.804597 SUCCESS 108
110101000   12   15   10   16   13   17    8   17  7.769998 0.456254 SUCCESS 109
110101010   16   22   11   10    9   15   12   12 11.445972 0.177687 SUCCESS 110
110101100   14    9   14   11   10   17   13   17  5.918441 0.656367 SUCCESS 111
110110000   12    9   10   11    8    9   14   10  4.428986 0.816495 SUCCESS 112
110110010   11   10   21   18   12    8   10   10 12.266165 0.139717 SUCCESS 113
110110100   10   18   10   15    8   12   15   15  7.169583 0.518452 SUCCESS 114
110111000   14   10   15   13    9   12    9    9  4.000023 0.857121 SUCCESS 115
110111010   13   15    7   12   13   18   10   11  6.451996 0.596737 SUCCESS 116
110111100   16   12   10   10   16   12   19   15  7.874591 0.445815 SUCCESS 117
111000000   16   13   10   15   16   17   15   13  6.271938 0.616800 SUCCESS 118
111000010   16    8   12   11   14   13   11   15  3.962290 0.860510 SUCCESS 119
111000100   11    8   13   10   11    9   13   12  3.112970 0.927069 SUCCESS 120
111000110   12    9    7   12   20   13    9    9 10.100829 0.258020 SUCCESS 121
111001000   15   16   15   10   18   22   10    7 16.674288 0.033685 SUCCESS 122
111001010    7   12    8   15    8   12   16   13  7.219893 0.513105 SUCCESS 123
111001100   11    7    9    8   10   10   17   15  8.196975 0.414470 SUCCESS 124
111010000   12   10   13    7   16   15   16   14  6.152782 0.630123 SUCCESS 125
111010010   11   15    9   11    5   16   17   10  9.749318 0.283063 SUCCESS 126
111010100    8   12   14   17   11   17   12   18  8.669629 0.370927 SUCCESS 127
111010110   16   11   12   14   14   15   11   15  3.363861 0.909495 SUCCESS 128
111011000   17   11   12   18   13    9   12   10  6.269952 0.617022 SUCCESS 129
111011010   11    8   12   13   16    6   15   17  8.772236 0.361873 SUCCESS 130
111011100   11    9   13   15   13   15   14   12  2.711149 0.951157 SUCCESS 131
111100000   13   14   10   11   15    9   10   10  3.204986 0.920843 SUCCESS 132
111100010   12   12   10   11   12   13   13    8  2.135888 0.976560 SUCCESS 133
111100100   15   13   13   15   16   19    9    7  9.751304 0.282917 SUCCESS 134
111100110   12   12   10    8   10   11   13   11  2.604570 0.956676 SUCCESS 135
111101000   11   17    9    9   14   13   11   12  4.261505 0.832792 SUCCESS 136
111101010    6   14   15   18   14   18   11   15 10.977290 0.202989 SUCCESS 137
111101100   14    6   13   19   13    7   12   15 10.519200 0.230457 SUCCESS 138
111101110   13    6   13   12   11   21   11   14 10.454326 0.234574 SUCCESS 139
111110000   13   10   12   11   19    9    9    9  7.102723 0.525591 SUCCESS 140
111110010   13   16    9   13    9   16   10    8  6.190514 0.625901 SUCCESS 141
111110100   17   19    9   10   12   15   13    8  9.372651 0.311841 SUCCESS 142
111110110   11   10   13   13   16   11   15   16  3.884839 0.867361 SUCCESS 143
111111000    6   12   14   17   14   12    7   11  8.171820 0.416869 SUCCESS 144
111111010    8   14    8   11   11   12   11    7  5.901891 0.658221 SUCCESS 145
111111100   13   12   13   15   10   15   10    9  3.127534 0.926101 SUCCESS 146
111111110    7   11   11   10   11   14   13   12  3.387030 0.907778 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 12.191406	M = 6250	N = 8	m = 9	n = 50000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   13   15    9   14   13   11    9   15  3.571060 0.893605 SUCCESS   0
000000011   11   10   13    9   10    8   10    6  6.996144 0.537049 SUCCESS   1
000000101   13   16   12   16   11   14   16   14  4.420380 0.817345 SUCCESS   2
000000111   13   14    8   12   11    6   16    6  9.669880 0.288965 SUCCESS   3
000001001   11   13   14   10   15   12   12    7  3.817979 0.873161 SUCCESS   4
000001011   18   14    7   11    9   15   12   10  7.481375 0.485694 SUCCESS   5
000001101    4    8   13   16   10   16   12    9 10.960741 0.203934 SUCCESS   6
000001111   15   14   10   10   14    6   15    7  8.236694 0.410697 SUCCESS   7
000010001   13    9   15    8   12   13   15    8  5.290884 0.726082 SUCCESS   8
000010011   13   12    9   11   17   12   11   11  3.244704 0.918076 SUCCESS   9
000010101   12   14   15    7    9    9   11   18  7.937479 0.439601 SUCCESS  10
000010111   13   13    8   13   11    5    9   13  7.075581 0.528500 SUCCESS  11
000011001   16    8   15    8    9   20   11   17 12.983751 0.112410 SUCCESS  12
000011011    6   10   12   12   15   15   15    7  7.950057 0.438364 SUCCESS  13
000011101   13   14    6   18    8   11    8   12  9.540132 0.298796 SUCCESS  14
000011111   12   11   13   15   13    5    9   14  6.424855 0.599754 SUCCESS  15
000100011   12   14   18   14   20   16   14    9 10.952135 0.204426 SUCCESS  16
000100101   18   15   14   11    7   12   10   13  6.673760 0.572205 SUCCESS  17
000100111   15   10   13   15   16    7   13   13  5.422618 0.711597 SUCCESS  18
000101001   10   14    9   10   15   10   13   16  4.313802 0.827760 SUCCESS  19
000101011   12   17   15    9   13   12   11   13  3.727950 0.880797 SUCCESS  20
000101101   12   15   11   12   10   15   14   14  2.424511 0.965158 SUCCESS  21
000101111   12   10   12    9   10    7    9   14  5.106853 0.746097 SUCCESS  22
000110011   13    7   17   10   13   21   15   20 17.170111 0.028386 SUCCESS  23
000110101   11   13   13   13    8   11    9    8  4.246942 0.834184 SUCCESS  24
000110111   11   11   11   13   14   15   16    5  6.972975 0.539551 SUCCESS  25
000111001   15   16   13   13   12   10   14   14  2.972631 0.936063 SUCCESS  26
000111011   12   11   10   13   10    6   14   16  5.746988 0.675549 SUCCESS  27
000111101   13    5    8   16   11   13   11    9  8.314146 0.403401 SUCCESS  28
000111111   11   14    9   13    9    7   18   14  7.598545 0.473634 SUCCESS  29
001000011    9   13   17   14   14   12    7    9  6.581744 0.582355 SUCCESS  30
001000101   13   21   15    8   12    8   15    9 11.810061 0.159882 SUCCESS  31
001000111   16   11   15   15   18   12   11   11  5.788693 0.670888 SUCCESS  32
001001011   14   16   11   14    5   17   19   12 12.176136 0.143516 SUCCESS  33
001001101   12   13   13   10   17   12    6   10  6.138218 0.631753 SUCCESS  34
001001111   17    8   15   13   12    7   14   18  9.594415 0.294654 SUCCESS  35
001010011   13   17    9    8   15   15   11   21 12.397899 0.134314 SUCCESS  36
001010101    7    8   18   18   12   11    8   17 13.061203 0.109761 SUCCESS  37
001010111   16   14   14    7   15   13   10   12  5.200855 0.735909 SUCCESS  38
001011011    8   14   10   14   10   16   16   10  5.721833 0.678358 SUCCESS  39
001011101    9   18   10   17   11    7   15    8 10.648948 0.222394 SUCCESS  40
001011111   11   10   15    8    3   11   12   11 10.086266 0.259023 SUCCESS  41
001100101   13   10   18   10   12   19   10   14  8.343273 0.400677 SUCCESS  42
001100111    9   10   15   11   11   18   16   20 11.433394 0.178330 SUCCESS  43
001101011    8   13   15   16    9   11   11    8  6.033625 0.643465 SUCCESS  44
001101101   12   12   20   10   15   15   12    8  8.408147 0.394650 SUCCESS  45
001101111   13   10    7   11   12   17   15   13  5.552366 0.697232 SUCCESS  46
001110101   13   14   11   11    8   12   13   12  2.123311 0.976996 SUCCESS  47
001110111    9   10    8    8    9    7   11   11  7.634292 0.469983 SUCCESS  48
001111011   11    7   13   13   14    8    6   12  7.531685 0.480498 SUCCESS  49
001111101   10   12    7   11   13   10   10   10  4.090053 0.848909 SUCCESS  50
001111111   12   16   11   18    8   11   11   13  5.995892 0.647692 SUCCESS  51
010000011   12   11   14   13   15   18   13   12  4.041728 0.853339 SUCCESS  52
010000111   10   13   13   13   12   10   11   14  1.380569 0.994518 SUCCESS  53
010001011   10   16   12    9    7    8   12    7  8.561064 0.380665 SUCCESS  54
010001111   17   12   14   10   10   13   12   12  3.114956 0.926937 SUCCESS  55
010010011   11    8   14   15   22    9    9   12 12.435632 0.132800 SUCCESS  56
010010111   15   15    4   18    4   15   14   18 19.371194 0.012996 SUCCESS  57
010011011   14   16   12   11    7   17   12   15  6.544012 0.586530 SUCCESS  58
010011111   11   15    8   12   11    9   13   15  3.987446 0.858254 SUCCESS  59
010100011   13   10   19   11   10   13   16   14  6.479138 0.593723 SUCCESS  60
010100111   16   12   11    7   12    9   13   13  4.613017 0.798023 SUCCESS  61
010101011   11   15   16   15   14   13   13   13  3.129520 0.925968 SUCCESS  62
010101111   10   14    7    8   17   11    7    8 10.308029 0.244068 SUCCESS  63
010110011   15   13   16   12   14   15    9   14  4.041728 0.853339 SUCCESS  64
010110111    9   11   12   14   18   17   15    5 11.132194 0.194321 SUCCESS  65
010111011    9   13   12   14   13   10   16    7  5.173713 0.738858 SUCCESS  66
010111111   12   12   13    6    6   10   12   16  8.196975 0.414470 SUCCESS  67
011000111   11   10    9    9   10   13   18   11  5.694692 0.681387 SUCCESS  68
011001111   15    9   15   10   12   16   10   12  4.248928 0.833995 SUCCESS  69
011010111   11   13   14    9    7   11    9    9  5.445787 0.709039 SUCCESS  70
011011111    8   10    7   13    7   16   14    9  8.887420 0.351882 SUCCESS  71
011101111    6    6   10    9   11    9   12    6 12.000711 0.151172 SUCCESS  72
011111111    9   13    6   15    7   13    7   14  9.734754 0.284138 SUCCESS  73
100000000   13   15    9   14   13   11    9   15  3.571060 0.893605 SUCCESS  74
100010000    8   10   13   18   12   10   10   14  5.903877 0.657998 SUCCESS  75
100100000   15   12   14   10    9   11   15    7  5.290884 0.726082 SUCCESS  76
100101000   12    5   14    6   10   11    7   11 10.841584 0.210838 SUCCESS  77
100110000   11   12    9   17   17   13   13   12  5.018810 0.755564 SUCCESS  78
100111000   13    7   16   12   17   10    9   13  6.855804 0.552267 SUCCESS  79
101000000   18   12    5   15   12   15    6   11 11.952387 0.153341 SUCCESS  80
101000100   17   19   21   16   18   15   10   16 18.854188 0.015659 SUCCESS  81
101001000    8    9   11   11    8    7   11   10  6.891551 0.548378 SUCCESS  82
101001100   10   14    7   12   16   12    6   15  8.119524 0.421883 SUCCESS  83
101010000    8   14    9    9   12   10    8   15  6.058780 0.640648 SUCCESS  84
101010100    7    7   16   15   11    9    9    9  9.174057 0.327826 SUCCESS  85
101011000    9   13    7   16    9   16   18   11  9.502399 0.301700 SUCCESS  86
101011100   14   10   14   10   11   12   15   15  2.828319 0.944665 SUCCESS  87
101100000   13   13    8   13   11   11   16    7  5.408054 0.713204 SUCCESS  88
101100100   13   12   11   16    7   11   18    8  8.159242 0.418072 SUCCESS  89
101101000   21   11   11   11   18   20   11   14 15.358273 0.052542 SUCCESS  90
101101100   13   16   19    7    7   11   13   10 10.362311 0.240511 SUCCESS  91
101110000    8   12   12    9    8   10   11   10  4.780497 0.780759 SUCCESS  92
101110100   13   19   15   14   15   13   16   17  8.841082 0.355879 SUCCESS  93
101111000   11   12   11   11   13   12    7   12  2.709163 0.951264 SUCCESS  94
101111100   14    9   16   11    7   15   12   10  5.851581 0.663853 SUCCESS  95
110000000   12   13   10    9   12    8   16   12  4.052320 0.852372 SUCCESS  96
110000010   13   14   17   13   17   12   10    9  5.579507 0.694216 SUCCESS  97
110000100   11    8   10   14   12   11   10   12  2.826333 0.944779 SUCCESS  98
110001000    8   12    8   21   19   13    8   13 15.082227 0.057566 SUCCESS  99
110001010   12   13   14   17    9   17   13   18  8.031480 0.430401 SUCCESS 100
110010000   16   13   13   12   10    9   19    9  7.403923 0.493744 SUCCESS 101
110010010   17   12   12   18   11   11   12   12  5.071107 0.749950 SUCCESS 102
110010100   11    7   12    7   10   10    8   16  8.222130 0.412078 SUCCESS 103
110011000   11   12   12   19   17   13   14   13  6.401686 0.602332 SUCCESS 104
110011010    8   11   12   11   17    8   16   11  6.529448 0.588143 SUCCESS 105
110100000   15   13   13   14   18   17   16   12  7.106694 0.525166 SUCCESS 106
110100010   11   20   18   13   20   10   10   12 14.184582 0.077079 SUCCESS 107
110100100    9    9   13   11   17   13   11   12  4.039742 0.853520 SUCCESS 108
110101000    9   15   10   10    7   15   16   16  7.755435 0.457717 SUCCESS 109
110101010   11   14   14   12   13   11   14    5  5.512647 0.701638 SUCCESS 110
110101100    5   10    8   16   11   11   13    9  8.665657 0.371281 SUCCESS 111
110110000   11   18   14   11    9   10   11   11  4.887076 0.769575 SUCCESS 112
110110010    8    9   15   11    5    9    9    7 11.532029 0.173336 SUCCESS 113
110110100   12   14    8   13   14   14    9   12  3.244704 0.918076 SUCCESS 114
110111000   14    9    8   14    7   12   14   10  5.876736 0.661037 SUCCESS 115
110111010    8   10   13   12   16   15   14   15  4.797047 0.779031 SUCCESS 116
110111100    7    9    7   11   17   11   10    8  9.525569 0.299915 SUCCESS 117
111000000   15   16   10   13   10    7   13    8  6.594322 0.580965 SUCCESS 118
111000010    6    6   13   12   12    9    8   12  8.912575 0.349725 SUCCESS 119
111000100    8    9   12   22   15   15    8   16 14.561249 0.068260 SUCCESS 120
111000110   20    8    9   13   16   12   15   15 10.142534 0.255164 SUCCESS 121
111001000   17   14   17   14    6    8   16   12 10.441749 0.235379 SUCCESS 122
111001010   14    7   12    7   13   12    9   12  5.772143 0.672738 SUCCESS 123
111001100    9   17   10   18   17   12   14   16  9.556682 0.297529 SUCCESS 124
111010000    9   20   16   14   11   18   15    8 12.671959 0.123646 SUCCESS 125
111010010   13   10    7   13   14   14   10   15  4.430972 0.816299 SUCCESS 126
111010100    9   11    9   10    6    9   15   11  7.153033 0.520215 SUCCESS 127
111010110    8   12   10   11    8   14   18    8  8.132101 0.420674 SUCCESS 128
111011000   14   14   12   17   14   11   11   16  4.263491 0.832602 SUCCESS 129
111011010   13   16    9   11   15    9   11   11  4.039742 0.853520 SUCCESS 130
111011100   15    9   12   15   11    8   12   13  3.870275 0.868634 SUCCESS 131
111100000   15   15    9   10   10   10    8    9  5.772143 0.672738 SUCCESS 132
111100010    8   10   18   11   11   11   14   15  6.060766 0.640425 SUCCESS 133
111100100   16   13   12   13    6   13   20    7 12.096698 0.146941 SUCCESS 134
111100110    8   11   15   12   19   10   20   14 12.058965 0.148592 SUCCESS 135
111101000    9   18    9   14   12   13   15    9  6.451996 0.596737 SUCCESS 136
111101010    8   10   12    7    9    8   17    9  9.356102 0.313152 SUCCESS 137
111101100    8    6   16   14    7   14    6   14 12.329053 0.137115 SUCCESS 138
111101110    7    9    9   13   13    7   12   12  6.410292 0.601374 SUCCESS 139
111110000   16    7   14    7    9   11    9   11  8.040086 0.429564 SUCCESS 140
111110010   16   11    7   13    7   14   13    9  7.167597 0.518663 SUCCESS 141
111110100    7   18    6    8    8   14   15    6 15.561500 0.049104 SUCCESS 142
111110110   10    8   12    8    6    9   11   13  7.674011 0.465944 SUCCESS 143
111111000   11   11   11   10   12    8    8   20  8.914561 0.349555 SUCCESS 144
111111010    9   13   13   10    8    9   21   11 10.427185 0.236313 SUCCESS 145
111111100   15   10    5   12   10   15    7   14  9.096606 0.334212 SUCCESS 146
111111110    9   13    6   15    7   13    7   14  9.734754 0.284138 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 12.191406	M = 6250	N = 8	m = 9	n = 50000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001    8    9    8   11   10   12   16   10  6.006484 0.646506 SUCCESS   0
000000011    9    7   13   12   10   11   15   14  4.677891 0.791383 SUCCESS   1
000000101   14    5    9    8   10   11   10    4 13.630505 0.091919 SUCCESS   2
000000111    5   11   10   15    8   13   10   11  7.648856 0.468500 SUCCESS   3
000001001   12   10   13   24   20   15   19   10 22.450724 0.004146 FAILURE   4
000001011   11   10   12    6    9   10    5    5 13.812550 0.086784 SUCCESS   5
000001101   10    7   13   19   12    9   13   15  8.263835 0.408132 SUCCESS   6
000001111    7   12   17   12   14   18   13   11  7.560813 0.477502 SUCCESS   7
000010001   11   14   18   15   15   16   12   12  5.828411 0.666445 SUCCESS   8
000010011    9   14   14   16   14    6   14   12  6.451996 0.596737 SUCCESS   9
000010101   11    9    8   13    9   11   16   13  4.795061 0.779239 SUCCESS  10
000010111   13   13   12    7    9    9   12    5  8.508768 0.385412 SUCCESS  11
000011001   10   13   19   10   16    8   13   13  7.625687 0.470861 SUCCESS  12
000011011   13   12   20   13   13    9    8   10  8.094368 0.424307 SUCCESS  13
000011101   10   18    9   13   12   10   12   10  5.004247 0.757122 SUCCESS  14
000011111   10   10    9    9   10   15    8   14  5.380913 0.716195 SUCCESS  15
000100011   15   10   12   14    8   10   16    7  6.763789 0.562319 SUCCESS  16
000100101   17    8   14   18   15   12   11   11  7.495939 0.484187 SUCCESS  17
000100111   15   14   15   11   11   12   19   11  5.905863 0.657776 SUCCESS  18
000101001   11   17   17    9   14    7    6   11 10.830993 0.211460 SUCCESS  19
